RecordID,Acerage,List_Price,Address,Cities_Towns,County,Style,Full_Baths,Half_Baths,Bedrooms,Rooms,Basmnt_Desc,Exterior,Cool_System,Heat_System,Water,Sewer,FHA_55_,Land_Assessment,Building_Assessment,Tax_Amount
1044,0.91,265000,12 BIRCH DR E,Vernon Twp.,Sussex,Bi-Level,3,0,3,7,0,0,0,0,1,0,0,109800,184100,7914
1045,0.36,265900,18 NEOSHA RD,Vernon Twp.,Sussex,Ranch,2,1,3,7,1,0,1,1,1,0,0,95100,109900,5373
1046,0.47,269000,23 E SHORE DR,Vernon Twp.,Sussex,Colonial,2,1,3,7,0,1,1,1,0,1,0,50000,40000,2423
1047,0.81,269000,46 EDSALL DR,Vernon Twp.,Sussex,Bi-Level,1,1,5,15,0,0,1,1,1,1,0,40000,38000,2044
1048,0.47,269900,21 HILLSDALE DR,Vernon Twp.,Sussex,Bi-Level,2,1,3,8,0,1,0,0,1,1,0,58000,63500,3271
1049,0.24,269900,7 GREENTREE RD,Vernon Twp.,Sussex,Bi-Level,2,0,3,9,0,1,0,1,0,0,0,108600,131000,6452
1050,0.39,273900,3 CALLAN CT,Vernon Twp.,Sussex,Bi-Level,2,0,3,11,0,1,1,1,0,1,0,50000,60000,2962
1051,0.91,274900,773 CANISTEAR RD,Vernon Twp.,Sussex,Colonial,1,1,4,13,0,0,1,1,0,1,0,52000,38000,2423
1052,0.92,275000,525 UPPER HIGHLA,Vernon Twp.,Sussex,Split Level,2,1,4,12,0,1,1,1,0,1,0,50000,40000,2423
1053,0.74,275000,11 RIPPLING BROOK,Vernon Twp.,Sussex,Cape Cod,2,0,3,8,1,0,0,0,1,0,0,108200,73800,4901
1054,0.28,275000,11 CEDAR TER,Vernon Twp.,Sussex,Bi-Level,1,1,4,10,1,0,0,0,1,0,0,58800,79500,3624
1055,0.32,275000,19 ESTHER DR,Vernon Twp.,Sussex,Custom Home,3,0,3,11,1,1,0,1,1,0,0,115400,93800,5483
1056,0.45,275900,7 HEMLOCK DR,Vernon Twp.,Sussex,Colonial,2,0,3,7,0,1,0,1,0,0,0,102200,65900,4526
1057,0.26,279000,7 MARIGOLD CT,Vernon Twp.,Sussex,Chalet,1,1,3,9,1,1,0,0,1,0,0,114800,97700,5722
1058,0.34,279000,19 MOTT DR,Vernon Twp.,Sussex,Cape Cod,3,1,3,10,0,1,1,0,1,0,0,103600,52500,4203
1059,0.22,279999,2 MESONGO RD,Vernon Twp.,Sussex,Cape Cod,2,0,5,10,0,1,1,1,1,0,0,133900,112200,6627
1060,0.34,279999,1830 ROUTE 565,Vernon Twp.,Sussex,Contemporary,2,0,3,8,1,0,0,0,0,0,0,107400,83300,5135
1061,1.00,280000,315 E LAKESHORE,Vernon Twp.,Sussex,Bi-Level,2,0,3,9,1,1,1,1,0,0,0,136800,107600,6373
1062,0.99,280000,31 BRIAR DR,Vernon Twp.,Sussex,Ranch,3,0,3,9,0,1,1,0,0,1,0,40000,55000,2489
1063,0.17,284500,16 BRIAR DR,Vernon Twp.,Sussex,Split Level,3,1,4,11,1,0,0,1,1,0,0,118200,124700,6541
1064,0.73,285000,420 ROUTE 515,Vernon Twp.,Sussex,Bi-Level,2,0,3,8,1,1,1,1,0,0,0,97700,45600,3859
1065,0.83,289900,11 MUSCOTAH RD,Vernon Twp.,Sussex,Bi-Level,2,0,3,9,0,1,1,0,0,0,0,105200,121800,6113
1066,0.27,295000,322 WEST LAKESHO,Vernon Twp.,Sussex,Cape Cod,2,0,4,9,1,1,0,1,0,0,0,120200,84600,5515
1067,0.73,299000,13 BEAVER BROOK,Vernon Twp.,Sussex,Contemporary,2,0,3,10,1,0,1,0,0,0,0,122000,48100,4580
1068,0.32,299000,7 HIGHVIEW DR,Vernon Twp.,Sussex,Converted Structure,2,0,3,9,0,1,0,1,0,0,0,102200,67800,4455
1069,0.28,299900,1047 LAKESIDE DR,Vernon Twp.,Sussex,Ranch,2,0,3,7,0,1,1,1,1,1,0,50000,40000,2423
1070,0.34,299999,2210 Lakeside Dr W,Vernon Twp.,Sussex,Colonial,2,0,3,7,0,0,1,0,0,1,0,50000,41000,2450
1071,0.30,299999,429 E LAKESHORE,Vernon Twp.,Sussex,Colonial,2,1,5,10,0,1,0,1,0,0,0,132200,136400,7233
1072,0.32,300000,1119 E LAKESIDE D,Vernon Twp.,Sussex,Colonial,3,0,3,7,0,1,1,0,0,1,0,49500,73500,3312
1073,0.71,304000,36 EDSALL DR,Vernon Twp.,Sussex,Split Level,2,1,3,7,1,1,1,0,0,0,0,116600,160600,7464
1074,0.91,309000,2114 LAKESIDE DR,Vernon Twp.,Sussex,Contemporary,2,0,3,8,0,1,1,0,0,0,0,105800,86200,5170
1075,0.32,310000,15 LOUNSBERRY H,Vernon Twp.,Sussex,Bi-Level,2,1,3,8,1,0,0,1,0,0,0,102800,73900,4758
1076,0.55,319900,2108 W LAKESIDE D,Vernon Twp.,Sussex,Custom Home,1,0,2,6,1,0,0,0,1,0,0,103800,65000,4545
1077,0.76,329900,2052 Lakeside Dr W,Vernon Twp.,Sussex,Bi-Level,2,1,4,9,1,0,0,1,1,0,0,106800,66200,4658
1078,1.00,339900,2074 Lakeside Dr W,Vernon Twp.,Sussex,Colonial,2,1,4,8,1,1,1,0,0,0,0,104400,81200,4998
1079,0.30,339900,1857 ROUTE 565,Vernon Twp.,Sussex,Ranch,3,0,3,10,1,1,0,0,1,0,0,112200,181000,7895
1080,0.55,340000,1810 ROUTE 565,Vernon Twp.,Sussex,Colonial,3,1,4,12,0,1,0,1,0,0,0,102800,55700,4268
1081,0.83,340000,5 CEDAR RIDGE RD N,Vernon Twp.,Sussex,Contemporary,2,0,3,10,1,1,0,0,0,0,0,121500,69300,5138
1082,0.52,347000,1563 ROUTE 565,Vernon Twp.,Sussex,Colonial,2,1,5,9,1,1,0,0,0,0,0,113400,151300,7128
1083,0.26,359000,7 PARKS LN,Vernon Twp.,Sussex,Bi-Level,2,1,3,7,0,1,1,0,0,0,0,130100,132800,7079
1084,0.32,375000,97 LK WALLKILL RD,Vernon Twp.,Sussex,Lakestyle,2,0,2,6,1,1,0,0,0,0,0,111600,89400,5268
1085,0.49,399000,9 HIGHLAND LAKES RD,Vernon Twp.,Sussex,Cottage,1,0,2,6,1,0,0,1,0,0,0,103400,198400,8127
1086,0.20,405000,1518 ROUTE 565,Vernon Twp.,Sussex,Custom Home,3,1,5,11,1,1,0,0,0,0,0,137900,79500,5698
1087,0.87,449000,63 LK POCHUNG RD,Vernon Twp.,Sussex,Log Home,1,1,2,9,1,0,0,0,0,0,0,105800,82300,5065
1088,0.20,480000,46 EDSALL DR,Vernon Twp.,Sussex,Contemporary,3,0,3,3,0,1,0,0,0,0,0,107800,28800,3678
1089,0.92,519000,5 JEAN ST,Vernon Twp.,Sussex,Ranch,2,0,3,6,1,0,1,0,0,0,0,105800,148100,6837
1090,0.16,534900,7 WOODLAND HILLS DR,Vernon Twp.,Sussex,Custom Home,4,0,4,11,1,0,0,1,0,0,0,104200,72700,4636
1091,0.20,539000,11 OTTER HILL CT,Vernon Twp.,Sussex,Lakestyle,2,1,3,7,1,1,0,0,1,0,0,103000,48500,4079
1092,0.26,679900,95 LK WALLKILL RD,Vernon Twp.,Sussex,Custom Home,3,0,4,10,0,0,0,1,0,0,0,94000,67600,4351
1093,2.00,85000,1515 ROUTE 565,Vernon Twp.,Sussex,Colonial,3,0,4,7,0,0,0,0,0,0,0,154800,21200,4739
1094,3.12,125000,38 BUTTERNUT DR,Vernon Twp.,Sussex,Colonial,1,0,4,8,1,0,1,1,1,0,0,103800,55300,4284
1095,2.30,199900,20 HARBORSIDE DR,Vernon Twp.,Sussex,Carriage House,1,0,1,4,1,1,1,0,0,0,0,102800,53900,4219
1096,1.40,199900,420 ROUTE 515,Vernon Twp.,Sussex,Bi-Level,2,0,3,9,1,1,1,0,0,0,0,102600,105300,5598
1097,1.30,215000,24 Woodland Hills Dr,Vernon Twp.,Sussex,Ranch,2,0,4,7,1,0,0,1,1,0,0,104200,69100,4666
1098,6.24,254900,22 UP-A-WAY DR,Vernon Twp.,Sussex,Ranch,3,0,4,12,0,1,1,1,0,0,0,104200,63600,4518
1099,1.00,263000,20 HIDDEN VALLEY DR,Vernon Twp.,Sussex,Colonial,2,1,3,8,1,1,1,1,0,0,0,95200,119700,5632
1100,1.90,267900,3 COVE CT,Vernon Twp.,Sussex,Ranch,2,0,3,10,1,1,1,1,1,0,0,105000,58700,4408
1101,1.98,269000,331 LK WALLKILL RD,Vernon Twp.,Sussex,Ranch,2,0,3,9,1,1,0,1,0,0,0,103600,122500,6088
1102,1.62,279000,34 Palamino Trail,Vernon Twp.,Sussex,Ranch,2,0,4,10,1,1,0,0,0,0,0,104000,92200,5283
1103,1.00,280000,84 LK POCHUNG RD,Vernon Twp.,Sussex,Colonial,2,1,4,9,1,1,0,1,0,0,0,94300,54200,3999
1104,1.08,289000,1514 ROUTE 565,Vernon Twp.,Sussex,Ranch,3,0,3,9,1,1,0,1,0,0,0,105000,83000,5062
1105,1.86,289900,957 ROUTE 517,Vernon Twp.,Sussex,Raised Ranch,2,1,4,9,0,1,0,1,0,0,0,134900,232900,9904
1106,1.04,297000,3 Donna Lynn Terr,Vernon Twp.,Sussex,Ranch,2,1,3,6,1,0,1,0,0,0,0,105600,55800,4346
1107,1.59,297800,5 RED OAK CT,Vernon Twp.,Sussex,Colonial,2,1,3,8,1,0,0,0,0,0,1,121500,127900,6716
1108,1.75,300000,6 ERIC TRL,Vernon Twp.,Sussex,Raised Ranch,2,1,3,10,1,0,1,0,0,0,0,122800,122500,6605
1109,1.50,319900,16 STONE RIDGE RD,Vernon Twp.,Sussex,Colonial,2,1,4,12,1,1,0,1,0,0,0,109200,105900,5792
1110,1.80,329900,1 OAKHILL DR,Vernon Twp.,Sussex,Colonial,3,1,4,13,1,1,0,1,0,0,0,188100,76200,7117
1111,1.94,339000,3 OAKHILL DR,Vernon Twp.,Sussex,Custom Home,2,1,3,8,1,1,1,0,0,0,0,116600,66400,4796
1112,1.00,339900,2 THUNDER RD,Vernon Twp.,Sussex,Colonial,2,1,4,10,1,0,1,0,0,0,0,184300,76900,7034
1113,2.08,345678,23 HIDDEN VALLEY DR,Vernon Twp.,Sussex,Ranch,3,0,3,10,1,1,1,1,0,0,0,124200,97600,5973
1114,3.70,350000,7 Drew Mountain Rd,Vernon Twp.,Sussex,Colonial,2,1,4,12,1,1,1,1,0,0,0,57600,53300,2906
1115,1.68,369900,9 McPeek Rd,Vernon Twp.,Sussex,Colonial,2,1,4,10,1,1,1,0,0,0,0,123400,146100,7257
1116,1.18,379000,1 MUD POND RD,Vernon Twp.,Sussex,Contemporary,2,1,3,8,1,0,1,0,0,0,0,129900,89000,5894
1117,3.70,379900,38 Springholm Drive,Vernon Twp.,Sussex,Colonial,2,1,4,10,0,1,0,0,0,0,0,123900,116800,6482
1118,2.60,379900,23 GUENEVERE WAY,Vernon Twp.,Sussex,Colonial,2,1,4,10,0,0,0,0,0,0,0,111200,124600,6350
1119,1.66,390000,144 Fairview,Vernon Twp.,Sussex,Colonial,3,1,5,9,0,1,0,0,1,0,0,109400,112100,5868
1120,9.25,399000,195 KLINE BLVD,Vernon Twp.,Sussex,Colonial,3,1,4,12,1,0,1,1,1,0,0,111400,93200,5509
1121,1.10,399999,4 SPRINGHOLM DR,Vernon Twp.,Sussex,Custom Home,2,1,4,12,0,0,0,0,0,0,0,105800,100300,5550
1122,1.49,424900,266 EMERSON LN,Vernon Twp.,Sussex,Colonial,2,0,3,12,1,1,1,1,0,0,0,137400,99300,6374
1123,9.41,429900,5 DAISY RD,Vernon Twp.,Sussex,Colonial,2,1,4,9,1,1,1,0,1,0,0,104200,66800,4605
1124,1.41,429900,29 DELMORE AVE,Vernon Twp.,Sussex,Colonial,4,0,4,12,1,1,0,0,1,0,0,151400,90400,6337
1125,1.21,450000,125 HAMPTON DR,Vernon Twp.,Sussex,Colonial,3,1,5,14,0,1,0,0,1,0,1,109800,148800,6964
1126,1.70,519900,31 CROMWELL CT,Vernon Twp.,Sussex,Custom Home,4,1,4,14,1,1,0,0,0,0,0,132000,88100,5927
1127,1.60,524000,15 MEADOWVIEW LN,Vernon Twp.,Sussex,Colonial,2,1,4,11,0,1,0,0,1,0,0,104200,96300,5399
1128,2.09,525000,23 BAKER AVE,Vernon Twp.,Sussex,Colonial,2,1,4,11,1,1,0,0,0,0,0,133800,93200,5140
1129,1.42,699000,132 DIAMOND HILL RD,Vernon Twp.,Sussex,Colonial,3,1,4,10,0,0,1,1,0,0,0,58000,105900,4413
1130,60.00,998000,34 MEADOWVIEW LN,Vernon Twp.,Sussex,Custom Home,4,2,5,12,1,0,1,0,1,0,0,183500,87500,7298
1131,1.47,2100000,64 HILLSIDE AVE,Vernon Twp.,Sussex,Carriage House,4,1,4,10,0,1,1,1,0,0,0,104200,105600,5649
1132,8.48,3888888,118 LAWRENCE DR,Vernon Twp.,Sussex,Custom Home,3,1,3,12,0,1,0,0,0,0,0,129800,76400,5552
1133,0,335000,188 SUTTON DR,Vernon Twp.,Sussex,Contemporary,4,1,4,12,1,1,1,1,1,0,0,111600,88600,5391
1134,0.14,335000,91 CREST DR,Berkeley Heights Twp.,Union,Multi Floor Unit,2,1,2,6,1,1,1,0,1,0,0,111200,84800,5278
1135,0.29,350000,4 BAKER AVE,Berkeley Heights Twp.,Union,Multi Floor Unit,2,1,3,6,0,1,0,1,0,0,0,113800,102700,5580
1136,5.98,399900,55 SOUTHVIEW DR,Berkeley Heights Twp.,Union,Colonial,1,1,2,5,1,0,1,0,0,0,0,124600,157300,7591
1137,0,410000,43 HUNTERDON BLVD,Berkeley Heights Twp.,Union,Ranch,1,0,2,5,1,1,1,0,0,0,0,113100,127600,6482
1138,0.75,450000,111 CEDAR GREEN LN,Berkeley Heights Twp.,Union,Multi Floor Unit,2,1,3,8,0,1,1,0,0,0,0,105000,113100,5873
1139,0.00,459000,82 DELMORE AVE,Berkeley Heights Twp.,Union,Ranch,1,1,3,7,1,1,1,1,1,0,0,130400,95700,6088
1140,0.16,469000,73 W BRIARWOOD DR,Berkeley Heights Twp.,Union,Multi Floor Unit,2,1,2,6,1,1,0,0,1,0,0,130400,73700,5496
1141,0.30,469000,77 SPRINGFIELD AVE,Berkeley Heights Twp.,Union,Cape Cod,2,0,4,8,1,1,1,0,1,0,0,124200,169300,7692
1142,0.28,489000,305 Emerson Ln,Berkeley Heights Twp.,Union,Ranch,2,0,3,8,1,1,1,1,0,0,0,111300,165800,7462
1143,0.20,498000,200 SHERMAN AVE SOUTH,Berkeley Heights Twp.,Union,Ranch,2,0,3,8,1,0,1,0,1,0,0,114000,61000,4712
1144,0.94,499900,81 TUDOR LN,Berkeley Heights Twp.,Union,Multi Floor Unit,2,1,2,7,0,1,0,0,0,0,0,64200,61400,3382
1145,0.66,499999,168 ROBBINS AVE,Berkeley Heights Twp.,Union,Bi-Level,2,0,5,9,1,0,1,0,1,0,0,136100,120100,6899
1146,0.20,535000,165 LAWRENCE DR,Berkeley Heights Twp.,Union,Cape Cod,2,0,3,7,1,0,0,0,1,0,0,108800,76500,4990
1147,0.46,535000,6 WOGLUM PL,Berkeley Heights Twp.,Union,Multi Floor Unit,2,1,3,7,0,0,1,1,1,0,0,127300,92700,5924
1148,0.47,539000,16 WEBSTER DR,Berkeley Heights Twp.,Union,Colonial,1,1,3,7,1,1,1,0,0,0,0,104600,123600,6145
1149,0.33,565000,98 CEDAR GREEN LN,Berkeley Heights Twp.,Union,Colonial,2,1,4,8,0,1,0,0,0,0,0,90300,34700,3366
1150,0.47,569000,10 Ford Place,Berkeley Heights Twp.,Union,Split Level,2,1,3,8,0,0,1,0,0,0,0,111800,129500,6498
1151,0.34,575000,44 MEA DR,Berkeley Heights Twp.,Union,Ranch,2,1,3,8,1,1,1,0,0,0,0,107000,99000,5547
1152,0.35,575000,30 Arden Ct.,Berkeley Heights Twp.,Union,Bi-Level,3,0,4,8,1,1,1,0,0,0,0,107000,78800,5003
1153,0.37,579000,237 CHAUCER DR,Berkeley Heights Twp.,Union,Split Level,2,1,3,7,0,1,0,0,0,0,0,105200,162300,7203
1154,0.47,579000,6 CHESTNUT HILL DR,Berkeley Heights Twp.,Union,Split Level,2,1,3,8,1,1,1,0,0,0,0,117600,115600,6280
1155,0.22,585000,473 MOUNTAIN AVE,Berkeley Heights Twp.,Union,Ranch,2,0,3,8,0,1,0,0,0,0,0,113400,123200,6201
1156,0.26,585000,97 CEDAR GREEN LN,Berkeley Heights Twp.,Union,Colonial,3,0,5,11,1,1,0,0,0,0,0,123000,142700,7155
1157,0.80,589000,29 PLYMOUTH DR,Berkeley Heights Twp.,Union,Split Level,2,1,4,9,0,1,0,0,1,0,0,139500,173800,8437
1158,0.45,589900,102 EXETER DR,Berkeley Heights Twp.,Union,Colonial,2,0,3,9,0,1,0,1,1,0,0,120600,215600,9053
1159,0.07,589900,75 LINCOLN ST,Berkeley Heights Twp.,Union,Colonial,3,2,6,9,0,1,1,0,0,1,0,100000,80000,4847
1160,0.35,590000,100 LINCOLN ST,Berkeley Heights Twp.,Union,Multi Floor Unit,2,1,3,7,1,0,1,1,0,0,0,110600,98300,5625
1161,0.45,599999,134 GALLINSON DR,Berkeley Heights Twp.,Union,Bi-Level,2,1,4,8,1,1,1,0,0,0,0,108600,118100,6105
1162,0.36,615000,121 LENAPE LN,Berkeley Heights Twp.,Union,Detached,2,1,6,10,0,1,1,0,0,0,0,102800,21400,3344
1163,0.29,625000,24 Webster Dr,Berkeley Heights Twp.,Union,Colonial,2,1,4,9,1,1,0,0,1,0,0,133400,95200,6156
1164,0.41,625000,108 BOLTON BLVD,Berkeley Heights Twp.,Union,Colonial,2,1,3,9,1,1,0,0,0,0,0,125400,153200,7502
1165,0.50,629000,30 BRANKO RD,Berkeley Heights Twp.,Union,Ranch,2,2,4,9,0,1,1,0,0,0,0,104600,127100,6239
1166,0.81,645000,88 DEEP DALE DR,Berkeley Heights Twp.,Union,Split Level,2,0,3,8,0,1,0,0,1,0,0,126200,88800,5789
1167,0.60,649900,293 MC MANE AVE,Berkeley Heights Twp.,Union,Split Level,2,1,4,10,1,1,1,0,0,0,0,120800,120200,6316
1168,0.50,649900,14 ROGERS PL,Berkeley Heights Twp.,Union,Split Level,2,1,4,8,1,1,1,0,0,0,0,110000,114200,6037
1169,0.29,664900,132 ROBBINS AVE,Berkeley Heights Twp.,Union,Split Level,2,1,3,7,0,1,1,0,0,0,0,117000,168300,7683
1170,0.37,665000,22 HOLLY GLEN LN,Berkeley Heights Twp.,Union,Split Level,2,1,4,9,0,0,0,1,0,0,0,144600,146300,7833
1171,0.48,665000,48 SUMMIT RD,Berkeley Heights Twp.,Union,Colonial,2,1,4,8,1,1,0,0,0,0,0,123600,221200,9285
1172,0.48,675000,7 RALEIGH CT,Berkeley Heights Twp.,Union,Colonial,2,1,4,10,0,1,0,0,0,0,0,113800,112100,6083
1173,0.34,689000,95 HIGHLAND CIR,Berkeley Heights Twp.,Union,Colonial,2,1,5,9,0,1,1,1,0,0,0,131100,123900,6617
1174,0.93,699000,152 MURRAY HILL BLVD,Berkeley Heights Twp.,Union,Ranch,3,0,4,8,0,1,1,0,0,1,0,134700,133900,7233
1175,0.57,699000,83 WEBSTER DR,Berkeley Heights Twp.,Union,Colonial,2,1,5,11,0,1,1,0,0,0,0,104800,150100,6864
1176,0.23,699000,207 WASHINGTON ST,Berkeley Heights Twp.,Union,Custom Home,3,1,6,12,1,1,0,0,0,0,0,110600,202100,8421
1177,0.36,700000,304 LINCOLN ST,Berkeley Heights Twp.,Union,Ranch,3,0,4,10,1,0,1,0,0,0,0,149600,161600,8380
1178,0.52,715000,55 SCOTT AVE,Berkeley Heights Twp.,Union,Ranch,2,1,4,7,0,0,1,0,0,0,0,129200,147400,7448
1179,0.44,715000,270 HAMILTON AVE,Berkeley Heights Twp.,Union,Ranch,2,2,4,8,0,1,1,0,0,0,0,137000,123800,7023
1180,0.39,729000,52 COUNTRYSIDE DR,Berkeley Heights Twp.,Union,Split Level,3,0,5,10,1,1,1,0,0,0,0,143000,126200,7249
1181,0.46,735000,45 SCOTT AVE,Berkeley Heights Twp.,Union,Colonial,2,1,4,11,1,1,0,0,0,0,0,174600,194400,9937
1182,0.67,758000,31 LEE LN,Berkeley Heights Twp.,Union,Colonial,3,1,4,9,1,0,0,0,0,0,0,68000,142000,5655
1183,0.33,775000,41 GREGORY CT,Berkeley Heights Twp.,Union,Custom Home,3,0,3,9,1,0,1,1,0,0,0,130400,154600,7675
1184,0.48,785000,143 KLINE BLVD,Berkeley Heights Twp.,Union,Colonial,2,1,4,9,1,0,1,1,0,0,0,106800,179600,7712
1185,0.40,789000,20 ROGERS AVE,Berkeley Heights Twp.,Union,Colonial,2,1,4,10,1,1,1,0,0,0,0,104400,120400,6053
1186,0.35,789000,73 HILLSIDE AVE,Berkeley Heights Twp.,Union,Split Level,3,1,6,12,0,0,1,0,1,0,0,123400,142700,7166
1187,0.34,789000,63 BRISTOL CT,Berkeley Heights Twp.,Union,Colonial,2,1,5,10,1,0,0,0,0,0,0,135000,137600,7341
1188,0.35,795000,682 PLAINFIELD AVE,Berkeley Heights Twp.,Union,Colonial,2,1,5,10,1,1,1,0,0,0,0,129900,142400,7333
1189,0.35,799000,45 ROGERS AVE,Berkeley Heights Twp.,Union,Colonial,2,1,4,10,0,1,1,1,0,0,0,182800,97400,7545
1190,0.65,799000,104 ORION RD,Berkeley Heights Twp.,Union,Colonial,3,1,5,8,1,1,1,1,1,0,0,114600,120900,6342
1191,0.44,809000,125 KENT DR,Berkeley Heights Twp.,Union,Colonial,3,2,5,12,0,0,1,0,0,0,0,104900,115700,5940
1192,0.21,829000,9 TERRY LN,Berkeley Heights Twp.,Union,Colonial,3,1,5,10,1,1,0,1,0,0,0,158100,118400,7446
1193,0.23,859000,69 JAMES AVE,Berkeley Heights Twp.,Union,Colonial,2,1,4,10,1,0,1,1,0,0,0,124200,172500,7990
1194,0.23,875000,309 NEW YORK AVE,Berkeley Heights Twp.,Union,Colonial,2,1,4,9,1,1,1,0,0,0,0,111400,135600,6651
1195,0.16,899900,555 OAK RIDGE RD,Berkeley Heights Twp.,Union,Colonial,3,0,5,10,1,1,1,0,0,0,0,105600,186100,7855
1196,0.69,935000,35 JAMES AVE,Berkeley Heights Twp.,Union,Colonial,3,1,4,9,1,1,1,0,0,0,0,133400,176400,8342
1197,0.23,939000,5 HAROLD AVE,Berkeley Heights Twp.,Union,Colonial,3,1,5,11,1,0,1,1,0,0,0,107000,157600,7271
1198,0.75,998000,142 HART ST,Berkeley Heights Twp.,Union,Colonial,2,1,4,11,1,1,1,0,0,0,0,111400,175800,7734
1199,2.73,1075000,48 COLDEVIN RD,Berkeley Heights Twp.,Union,Colonial,3,1,5,10,1,0,0,1,0,0,0,114200,190800,9152
1200,0.59,1079000,408 Valley Road,Berkeley Heights Twp.,Union,Colonial,3,1,4,11,0,1,1,0,1,0,0,131700,133300,7136
1201,0.51,1085000,41 AUTUMN AVE,Berkeley Heights Twp.,Union,Custom Home,5,1,4,14,1,0,0,0,1,0,0,198000,77300,7414
1202,0.28,1134000,8 RIDGEVIEW TER,Berkeley Heights Twp.,Union,Colonial,4,0,4,10,0,0,1,0,0,0,0,125500,154000,7526
1203,0.56,1199000,1168 LAKE AVE UNIT 5,Berkeley Heights Twp.,Union,Colonial,4,0,6,11,1,1,1,0,0,0,0,127600,174300,7912
1204,0.60,1199000,1132 WESTFIELD AVE,Berkeley Heights Twp.,Union,Colonial,5,1,5,12,1,0,1,0,0,0,0,99000,175500,7392
1205,0.50,1275000,14 PICTON ST,Berkeley Heights Twp.,Union,Colonial,6,1,5,15,1,1,1,0,1,0,0,106000,165000,7298
1206,0.70,1395000,323 WEST LN,Berkeley Heights Twp.,Union,Colonial,4,1,6,12,1,1,0,0,0,0,0,197800,129200,8806
1207,0.60,1399000,67 CORNELL DR,Berkeley Heights Twp.,Union,Colonial,4,1,5,11,0,0,1,1,0,0,0,138300,151400,7801
1208,0.11,275000,207 WEST LN,Berkeley Heights Twp.,Union,Custom Home,4,1,6,12,0,0,1,1,0,0,0,85400,0,2299
1209,0.11,295000,1769 Dakota St,Clark Twp.,Union,Ranch,2,0,2,6,1,0,1,1,0,0,0,249000,81500,8900
1210,0.13,315000,35 PRESCOTT TURN,Clark Twp.,Union,Cape Cod,1,0,3,5,1,1,0,1,1,0,0,258000,62100,8389
1211,0.17,329000,5 CRESTWOOD LN,Clark Twp.,Union,Cape Cod,1,0,3,5,1,0,0,1,0,0,0,164700,131400,7973
1212,0.34,334900,488 OAK RIDGE RD,Clark Twp.,Union,Colonial,1,0,3,7,1,1,0,1,0,0,0,240000,93000,8967
1213,0.12,339900,623 RARITAN RD,Clark Twp.,Union,Colonial,2,0,3,9,1,1,1,1,0,0,0,134400,416000,14822
1214,0.16,349999,29 DORSET DR,Clark Twp.,Union,Cape Cod,1,0,4,7,1,0,0,0,0,0,0,240000,133900,10069
1215,0.09,379000,42 NASSAU ST,Clark Twp.,Union,Cape Cod,2,0,3,5,1,1,1,1,0,0,0,146400,393600,14542
1216,0.23,380000,5 STANTON STREET,Clark Twp.,Union,Colonial,2,1,3,7,1,1,1,1,0,0,0,234000,73900,8291
1217,0,389000,500 OAK RIDGE RD,Clark Twp.,Union,Contemporary,1,0,2,5,1,0,0,1,0,0,0,240000,164600,10895
1218,0.21,399900,1146 FOREST DR,Clark Twp.,Union,Ranch,2,0,3,8,1,1,0,0,0,0,0,249000,228700,12520
1219,0.13,399900,458 OAK RIDGE RD,Clark Twp.,Union,Split Level,1,0,3,8,1,0,0,1,0,0,0,170000,33400,5331
1220,0,399999,77 WASHINGTON ST,Clark Twp.,Union,Cape Cod,1,1,4,7,0,0,0,0,0,0,0,140600,20200,4330
1221,0.90,399999,19 CRESTWOOD LN,Clark Twp.,Union,Multi Floor Unit,2,1,3,7,0,0,0,0,0,0,0,140500,99500,6463
1222,0.11,415000,33 LOESER AVE,Clark Twp.,Union,Multi Floor Unit,2,1,2,5,1,0,1,0,0,0,0,111700,121700,6285
1223,0.16,415000,422 WEST LN,Clark Twp.,Union,Colonial,2,0,3,7,1,1,1,0,0,0,0,119700,134000,6832
1224,0.13,419000,55 COLDEVIN RD,Clark Twp.,Union,Cape Cod,2,0,3,7,1,0,0,0,0,0,0,176200,232800,11014
1225,0.14,419900,190 BROADWAY,Clark Twp.,Union,Cape Cod,2,0,4,8,1,1,1,0,0,0,0,110000,114200,6037
1226,0.49,424900,18 TERHUNE RD,Clark Twp.,Union,Cape Cod,1,1,4,8,1,0,1,0,0,0,0,119000,90000,5628
1227,0.12,434900,24 SWEET BRIAR DR,Clark Twp.,Union,Bi-Level,2,0,3,8,1,0,1,0,0,0,0,103400,147000,6743
1228,0.11,435000,871 LAKE AVE,Clark Twp.,Union,Cape Cod,2,0,3,7,1,1,0,0,0,0,0,113100,187600,8097
1229,0.28,439000,1 GINESI DR,Clark Twp.,Union,Colonial,2,0,4,10,1,1,0,0,0,0,0,135000,137600,7341
1230,0.95,449900,155 ORCHARD TER,Clark Twp.,Union,Ranch,2,1,3,11,1,1,0,0,0,0,0,142900,154900,8019
1231,0.34,482000,1825 DAKOTA ST,Clark Twp.,Union,Custom Home,2,1,4,9,1,1,1,0,0,0,0,159300,211800,9993
1232,0.14,485000,2 KATHRYN ST,Clark Twp.,Union,Ranch,2,1,4,8,0,1,0,0,0,0,0,140400,161600,8132
1233,0.11,485000,57 BROOKSIDE TER,Clark Twp.,Union,Colonial,2,0,4,8,1,1,1,1,0,0,0,113000,148900,7052
1234,0.28,485000,121 DELIA TER,Clark Twp.,Union,Custom Home,2,0,3,9,1,1,1,0,0,0,0,113800,270600,10351
